id,categoria_id,nombre,marca_id,volumen,precio
240004,1,Johnnie Walker Black (do Not Use),1,1750,64.75
42260,1,Talisker 18yr Malt Scotch HA,1,750,113.9
150882,1,Usher's Green Stripe Scotch,1,1000,12.74
14932,1,White Horse 12yr Scotch-Dno,1,750,24.89
448601,1,Buchanans Scotch,1,1000,37.49
339917,1,Talisker 25yr Malt Scotch HA,1,750,153.99
427749,1,Johnnie Walker Swing HA,1,750,45
118199,1,White Horse Scotch,1,1750,23.07
104801,1,Johnnie Walker Black Minis,1,50,30.5
375181,1,Johnnie Walker King George V HA,1,750,444.98
390167,1,Black & White Scotch,1,750,13.2
361554,1,J & B Rare Scotch,1,200,6.69
303517,9,Seagrams V.o. Bl Canadian Whisky,1,1000,14.99
458637,9,Seagrams V.o. Bl Canadian Whisky Pet,1,1750,24
275559,9,Crown Royal Brickyard,1,750,19.13
213695,9,Crown Royal Cask No. 16,1,750,52.44
303960,9,Crown Royal Special Reserve,1,750,37.5
435090,9,Crown Royal Regal Apple,1,750,22.5
335630,9,Crown Royal Regal Apple,1,1750,47.99
127926,22,Bushmills Tri-Pack,1,150,5.78
428015,1,Johnnie Walker Red Label Scotch,1,200,5.97
32147,1,Vat 69 Scotch,1,1750,18.48
119736,1,White Horse Scotch,1,750,13.02
234199,1,Johnnie Walker Sampler Pack,1,804,85.44
19269,1,Crawford Scotch,1,1000,10.65
427499,1,Black & White Scotch,1,1750,28.4
310206,1,Crawford Scotch,1,1750,17.28
317178,1,Vat 69 Gold Scotch,1,750,8.19
10572,1,Buchanan's Red Seal,1,750,126.75
161166,1,Johnnie Walker Black 100th Anniversary,1,750,32.94
268335,1,Dimple Pinch(haig & Haig),1,750,31.86
448494,1,Johnnie Walker Gold,1,750,74.78
183049,1,J & B Rare Scotch,1,50,19.02
140527,1,Johnnie Walker Gold Label Reserve,1,750,74.99
150183,1,Johnnie Walker Black,1,375,14.94
175555,1,Johnnie Walker Black,1,1750,52.5
346139,1,Johnnie Walker Green DNO,1,750,56.25
55731,1,Johnnie Walker Blue Year of the Ram HA,1,750,224.99
387373,1,Buchanan 12yr Scotch,1,1000,36.75
416187,1,Oban Distillers Edition HA,1,750,67.49
167985,1,Pittyvaich 25YR HA,1,750,336.24
384895,1,Port Ellen 34yr HA,1,750,1762.43
111306,1,Port Ellen 32YR HA,1,750,3210.75
181576,1,The Cally 40YR HA,1,750,1011.24
259114,1,Peter Dawson Special Scotch,1,750,9.02
57245,1,Johnnie Walker Odyssey HA,1,750,747.96
463280,1,Johnnie Walker Blue Alfred Dunhill Edition HA,1,750,224.99
369093,1,Johnnie Walker Private Collection 2014 Smoke HA,1,750,637.5
355994,1,Buchanan Deluxe 12YO,1,375,18.74
12836,1,Caol Ila 30YR HA,1,750,524.99
400969,1,Clynelish HA,1,750,56.24
105792,1,Clynelish Select Reserve HA,1,750,724.5
25353,1,Dailuaine 34YR HA,1,750,504.99
461180,1,Dalwhinnie Distillers Edition HA,1,750,59.99
63489,1,Johnnie Walker Blue(The John Walker) HA,1,750,2399.93
99610,1,JW Private Collection 2014 Smoke HA,1,750,637.5
272455,1,Johnnie Walker Private Collection 2015 Fruit HA,1,750,637.5
326447,2,Bulleit Bourbon,1,375,12.36
133247,2,Bulleit Bourbon,1,375,11.24
63975,2,Bulleit Bourbon,1,750,22.5
96940,2,Bulleit,1,1000,29.99
150185,2,Bulleit Bourbon,1,1750,37.5
381613,2,Bulleit Bourbon 10YR,1,750,34.5
44882,2,I.W. Harper,1,750,22.49
144076,9,Black Velvet Canadian Whisky 36mo,1,50,0.59
370745,22,Bushmills Tri-Pack,1,150,5.78
192990,2,I.W. Harper 15YR,1,750,52.5
442837,2,I. W. Harper Gold Medal Bourbon,1,750,27.26
329522,2,Jeremiah Weed Blended Bourbon,1,750,13.38
146735,2,Very Special Old Fitzgerald Bourbon,1,750,25.25
124065,2,Cabin Fever Maple Flavored Whisky,1,750,16.02
164885,2,Bourbon Heritage Multi-Pack,1,750,24.59
384399,2,Orphan Barrel Forged Oak HA,1,750,52.49
385201,2,Orphan Barrel Lost Prophet HA,1,750,97.49
120098,2,Old Blowhard HA,1,750,112.49
315543,2,Orphan Barrel Rhetoric 21YR HA,1,750,74.99
1684,2,Rhetoric HA,1,750,74.99
19883,3,Seagrams 7 Crown Bl Whiskey Mini,1,500,9.26
288418,3,Seagrams 7 Crown Bl Whiskey,1,200,2.99
379092,3,Seagrams 7 Crown Bl Whiskey,1,375,5.25
49521,3,Seagrams 7 Crown Bl Whiskey,1,750,10.5
200793,3,Seagrams 7 Crown Bl Whiskey,1,1000,12
80582,3,Seagrams 7 Crown Bl Whiskey,1,1750,17.94
302422,3,Seagrams 7 Crown Pet Flask,1,750,10.5
243470,3,Seagram's Seven Crown 75th Anniversary Editio,1,750,10.35
190260,3,Seagrams Seven Crown Orchard Apple Mini,1,500,9.26
36035,3,Seagrams Seven Crown Orchard Apple,1,750,10.5
78822,3,Seagrams Seven Crown American Spiced Mini,1,500,9.26
251415,3,Seagrams Seven Crown American Spiced,1,750,10.5
115530,3,Yukon Jack Jacapple Mini,1,500,7.45
102573,3,Yukon Jack Jacapple,1,750,13.88
100367,3,Yukon Jack Wicked Hot Mini,1,500,7.45
226820,3,Yukon Jack Wicked Hot,1,750,13.88
303828,3,Jeremiah Weed Sarsaparilla Whiskey,1,750,14.48
821,3,Jeremiah Weed Spiced Whiskey,1,750,14.48
50577,3,Orphan Barrel Gifted Horse HA,1,750,37.49
431447,4,Tanqueray Gin,1,603,26.18
246997,4,Tanqueray Gin,1,375,10.49
71733,4,Tanqueray Gin,1,750,18.75
241716,4,Tanqueray Gin,1,1000,23.25
317435,9,Crown Royal W/50ml Crown Royal Special Reserv,1,750,21.38
181202,9,Crown Royal Hand Selected Barrel #2650,1,750,41.24
403566,9,Crown Royal Hand Selected Barrel #2544,1,750,41.24
345211,9,Crown Royal Hand Selected Barrel #2604,1,750,41.24
231565,9,Crown Royal Hand Selected Barrel #2665,1,750,41.24
217218,9,Crown Royal Hand Selected Barrel #2572,1,750,41.24
339808,9,Crown Royal Hand Selected Barrel #2561,1,750,41.24
312728,9,Crown Royal Hand Selected Barrel #2648,1,750,41.24
245994,4,Tanqueray Gin,1,1750,37.49
199348,4,Tanqueray Rangpur Gin,1,502,27
118024,4,Tanqueray No. Ten,1,750,26.24
281480,4,Tanqueray Rangpur Gin,1,1000,23.99
43485,4,Tanqueray Rangpur Gin,1,750,19.13
189764,5,Johnnie Walker Collection Pack,1,800,89.99
243980,5,Johnny Walker Black Glass Pack,1,750,30
248614,5,Johnnie Walker Black 100th Anniversary,1,750,33.75
127722,5,Johnnie Walker Gold W/glasses,1,750,58.47
52539,5,Bushmills With Two Mugs,1,750,19.22
105334,5,Crown Royal W/4 Glasses,1,1750,43.13
306328,42,Ciroc Amaretto,1,750,27.74
271268,5,Crown Royal Special Resesrve W/2 Glasses,1,750,33.75
157438,5,Crown Royal Nascar - Daytona,1,750,19.13
8724,5,Crown Royal Reserve W/glasses & Coasters,1,750,32
219821,5,Crown Royal Special Reserve With Glasses,1,750,32
6364,5,Crown Royal With 2 Glasses,1,750,17.6
331159,5,Crown Royal w/Flask,1,1750,47.22
316753,5,Crown Royal w/2 Glasses,1,750,22.5
336359,5,Crown Royal W/50ml Crown Royal Black,1,800,22.13
151471,5,Crown Royal With Pouring Cradle,1,1750,45.36
164035,5,Tanqueray Gin With Tonic,1,1750,33.83
158575,5,Johnnie Walker Black w/Flask,1,750,30.75
114121,5,Tanqueray 10 W/martini Glass,1,750,23.96
268956,5,Tanqueray Ten W/shaker,1,750,24.74
288525,5,Godiva Flavore Pack,1,200,7.7
289096,5,Emmets Glass Pack,1,750,10.59
206218,5,Godet Two Glass Pack,1,375,10.76
62800,5,Goldschlager Glass Pack,1,750,16.5
321984,5,Goldschlager With Boxer Shorts,1,750,15.8
151320,11,Glenlivet 12YR,7,375,17.24
234255,22,Bushmills Black Bush Irish Whiskey,1,750,31.35
36995,22,Bushmills 1608 Anniversary Edition,1,750,74.99
417008,22,Bushmills Single Malt Irish Why.,1,750,33
134309,22,Bushmills Malt 21yr,1,750,75
46156,5,Crown Royal Tailgate Pack w/2 Reusable Glasses,1,750,22.5
451207,5,Bailey's Original Irish Cream Multi Pack,1,200,9.99
8641,5,Rumple Minze 2 Glass Pack,1,750,15.71
382649,5,Rumple Minze With Stein,1,750,16.46
23762,5,Romana Sambuca W/2 Glasses,1,750,18.75
210009,5,Romana Sambuca Cappuccino Cups,1,375,9.78
130231,5,Sheridan's Glass Pack,1,375,10.76
319855,5,Captain Morgan Original Spiced Barrel Tray Pack,1,1750,26.25
309438,5,Yukon Jack Snakebite Shot Glass Gift Set,1,375,6.38
402462,5,Yukon Jack Perma Frost Shot Glass Gift Set,1,375,6.38
150889,5,Yukon Jack Rainbow Shot Glass Gift Set,1,375,6.38
460553,5,Yukon Jack Shot Glass Gift Set,1,375,6.38
23246,5,Don Julio Tri Pack,1,1127,66
443030,5,Don Julio Anejo W/glasses,1,750,45
365832,5,Don Julio Reposado W/2 Glasses,1,750,40.5
98893,5,Bailey's Original Irish Cream w/4 Shot Glasses,1,750,19.88
21886,5,Ketel One 325 Anniversary Bottle,1,1000,26.25
267010,5,Bailey's Original w/Ice Cream Bowl,1,1000,25.88
456056,5,Smirnoff w/Smirnoff 200ml Tray Pack,1,1950,22.13
322666,5,Captain Morgan Original Spiced 1.75L w/CM White 200ml,1,1950,27
250618,5,Smirnoff 1.75L w/Smirnoff Raspberry 200ml,1,1950,22.13
167501,5,Smirnoff w/Smirnoff Raspberry 200ml Tray Pack,1,1950,22.13
217840,5,Captain Morgan Signature Series Limited Edition,1,750,15
221317,5,Crown Royal 1.75L w/50ml CR Maple & CR Black,1,1850,47.25
34269,5,Johnnie Walker Collection Pack HA,1,800,89.99
85771,6,Gordon's Vodka 80prf,1,1000,8.52
185211,6,Gordon's Vodka 80 Prf - Pet,1,1750,14.61
361038,6,Gordon's Vodka Convenience Pack,1,750,7.89
368283,6,Popov Vodka 80 Prf,1,200,2.63
20740,6,Popov Vodka 80 Prf,1,375,4.5
107367,6,Popov Vodka 80 Prf,1,750,6.75
40582,6,Popov Vodka 80 Prf,1,1000,8.25
240822,6,Popov Vodka 80 Prf,1,1750,12.75
171814,6,Popov Vodka 80 Prf Traveler,1,750,6.75
199975,6,Relska Vodka,1,1750,10.75
326449,6,Relska 80 Proof Vodka,1,1750,10.76
358598,6,Smirnoff Vodka 80prf,1,50,0.62
207993,7,Shady Fruit Real Valencia Orange Mini,1,500,7.05
346655,11,Malt Scotch Sampler,1,603,52.5
349537,11,Cragganmore Distillers Edition 25YR HA,1,750,420
32227,7,Shady Fruit Valencia Orange,1,750,11.99
451806,7,Shady Fruit Real Ruby Red Grapefruit Mini,1,500,7.05
445728,7,Shady Fruit Ruby Red Grapefruit,1,750,11.99
448119,7,Shady Fruit Real Ruby Red Grapefruit,1,1750,11.99
249161,7,Smirnoff Cinna-Sugar Twist,1,750,12.38
194643,7,Smirnoff Wild Honey Mini,1,500,8.58
432478,7,Smirnoff Wild Honey,1,750,12.38
261886,7,Smirnoff Amaretto Mini,1,500,8.58
299915,7,Smirnoff Root Beer Float Mini,1,500,8.58
296968,7,Smirnoff Root Beer Float,1,750,12.38
273555,7,Smirnoff Iced Cake Mini,1,500,8.58
406071,7,Smirnoff Iced Cake,1,750,12.38
367790,7,Smirnoff Kissed Caramel Mini,1,500,8.58
161911,7,Smirnoff Kissed Caramel,1,750,12.38
156896,7,Smirnoff Spiced Root Beer,1,750,12.17
134255,7,Smirnoff Dark Roasted Espresso Mini,1,502,5.82
428554,7,Smirnoff Pineapple Vodka,1,750,12.38
73051,7,Smirnoff Grape Vodka,1,750,12.38
457410,7,Smirnoff Passion Fruit Vodka,1,750,12.38
123079,7,Smirnoff Twist Of Watermelon,1,502,8.58
116475,7,Smirnoff Twist Of Watermelon,1,502,5.07
44001,7,Smirnoff Fluffed Marshallmallow Mini,1,500,8.58
180751,7,Smirnoff Watermelon Vodka,1,750,12.38
335331,7,Smirnoff Twist Of Watermelon,1,1000,13.8
26154,7,Smirnoff Fluffed Marshmallow,1,750,12.38
255708,7,Smirnoff Twist Of Strawberry,1,502,8.58
8611,7,Smirnoff Strawberry Vodka,1,750,12.38
100393,7,Smirnoff Strawberry Vodka,1,1000,13.88
431918,7,Smirnoff Whipped Cream Mini,1,500,8.57
111530,7,Smirnoff Whipped Cream,1,750,12.38
55133,7,Smirnoff Black Cherry Twist,1,502,8.58
160272,7,Smirnoff Cherry Vodka,1,750,12.38
276282,7,Smirnoff Twist Of Blueberry,1,502,8.58
362851,7,Smirnoff Blueberry Vodka,1,750,12.38
444190,7,Jeremiah Weed Peach Sweet Tea,1,750,14.99
44845,7,Gordon's Citrus Vodka,1,750,7.89
436938,7,Gordon's Wildberry Flavored Vodka,1,750,7.89
366421,7,Smirnoff Twist Of Lime,1,502,8.58
329443,7,Smirnoff Lime Vodka,1,750,12.38
179290,7,Smirnoff Cranberry Vodka,1,750,12.38
273747,7,Smirnoff Twist Of Green Apple,1,1000,13.8
406121,10,Captain Morgan Spiced Barrel,1,1750,27
156767,11,Talisker Distillers Edition HA,1,750,57
37068,5,Smirnoff Vodka w/ Bloody Mary Mix,1,1750,20.96
30024,5,Johnnie Walker Double Black,1,750,33.71
54008,7,Smirnoff Flavor Twist Five Pack,1,6000,3.39
322078,7,Smirnoff Twist Of Green Apple,1,1750,22.53
324670,7,Smirnoff Green Apple Vodka,1,750,12.38
25688,7,Smirnoff Twist Of Cranberry,1,1000,13.8
266085,7,Smirnoff Citrus Vodka,1,750,12.38
168166,5,Ketel One Shaker Set,1,750,20.21
326173,5,Ketel One W/glasses,1,750,18.75
451501,7,Smirnoff Citrus Vodka,1,1000,13.88
7574,7,Smirnoff Orange Vodka,1,750,12.38
327083,7,Smirnoff Orange Vodka,1,1000,13.88
362634,7,Smirnoff Twist Of Orange,1,1750,22.53
449489,7,Smirnoff Raspberry Vodka,1,750,12.38
384212,7,Smirnoff Raspberry Vodka,1,1000,13.88
415653,7,Smirnoff Raspberry,1,1750,20.97
410143,7,Smirnoff Vanilla,1,1750,20.97
378223,7,Smirnoff Vanilla Vodka,1,750,12.38
132672,7,Smirnoff Vanilla Vodka,1,1000,13.88
60980,7,Popov Cherry Vodka,1,750,6.42
204808,5,Captain Morgan's Parrot Bay With Pitcher,1,750,10.64
382499,5,Ciroc W/martini Glass,1,750,25.16
440954,5,Tanqueray No Ten W/martini Glass,1,750,23.96
21198,5,Captain Morgans Parrot Bay With Pitcher,1,750,10.64
205139,14,Captain Morgan Parrot Bay Mango Mojito,1,1750,15.75
425468,14,Parrot Bay Tropical Rum Punch Pouch,1,1750,12.36
86844,14,Parrot Bay Pina Colada Pouch,1,1750,12.36
368025,14,Parrot Bay Mudslide,1,1750,12.75
374554,14,Parrot Bay Orange Pineapple Dream,1,1750,12.75
364449,14,Parrot Bay Pina Colada,1,200,1.79
19142,14,Parrot Bay Tropical Rum Punch,1,200,1.79
272563,14,Parrot Bay Lime Margarita,1,1750,12.75
362606,14,Parrot Bay Strawberry Margarita,1,1750,12.75
23626,14,Parrot Bay Light Lime Margarita,1,1750,12.75
266476,7,Popov Grape Vodka,1,750,6.42
165589,14,Heublein Brass Monkey Cocktail,1,750,5.42
433543,14,Heublein Grasshopper Cocktail,1,750,5.42
79801,14,Heublein Pina Colada Cocktail,1,750,5.42
89775,14,Heublein Manhattan Cocktail,1,750,5.42
166703,14,Heublein Vodka Martini Cocktail,1,750,5.4
181227,14,Heublein Extra Dry Martini,1,750,5.4
268081,14,Jeremiah Weed Half And Half,1,1750,15.75
441653,5,Smirnoff Citrus Twist Party Pack,1,1000,9.75
465951,7,Popov Raspberry Vodka,1,750,6.42
651,14,Smirnoff Tuscan Lemonade,1,1750,15.75
331490,14,Smirnoff Tuscan Lemonade,1,750,9.63
435265,7,Ursus Blue Raspberry Vodka,1,750,8.22
41422,7,Ursus Blue Raspberry Vodka,1,1000,9.68
151839,7,Ursus Green Apple Vodka,1,750,8.22
184086,7,Ursus Green Apple Vodka,1,1000,9.68
260609,7,Ursus Punch Flavored Vodka,1,750,8.22
445105,7,Ursus Punch Vodka,1,1000,9.68
416012,7,Smirnoff Peach Mini,1,500,8.58
241274,7,Smirnoff Peach Vodka,1,750,12.38
193554,7,Godiva Chocolate Raspberry Vodka,1,750,24
428040,14,Sandra Lee Cocktail Time Margarita,1,750,11.24
216786,14,Sandra Lee Cocktail Time Strawberry Margarita,1,750,11.24
433441,14,Tgif On The Rocks Long Island Ice Tea,1,750,5.73
38932,14,Tgi Friday's B-52,1,1750,11.19
204494,14,Tgi Fridays Orange Dream,1,1750,11.91
192288,14,Smirnoff Savannah Tea,1,1750,15.75
143643,14,Smirnoff Mojito,1,1750,15.75
379390,14,Smirnoff Mojito,1,1750,15.02
293038,14,Smirnoff Grand Cosmo,1,1750,15.75
465943,14,Smirnoff Signatures Cape Codder,1,750,6.15
424421,14,Smirnoff Signatures Cape Codder,1,1750,10.77
111572,14,Smirnoff Signatures Green Apple Martini,1,1750,10.77
273958,14,Smirnoff Signatures Green Apple Martini,1,750,6.15
310702,14,Smirnoff Signatures Screwdriver,1,750,6.15
372188,14,Smirnoff Signatures Screwdriver,1,1750,10.77
76447,14,Smirnoff Pomegranate Martini,1,1750,15.75
211561,14,Tgi Fridays Mint Chocolate Chip,1,750,6
193205,14,Tgi Fridays Strawberry Shortcake,1,750,6
379520,14,Tgif Strawberry Shortcake,1,1750,11.91
179494,14,Tgi Fridays Mint Chocolate Chip,1,1750,11.19
245449,14,Studebaker Old Fashioned,1,750,18.74
461686,14,Studebaker Manhattan,1,750,18.74
170262,14,Tgif On The Rocks Margarita,1,750,5.73
420960,14,Tgi Fridays Mudslide,1,750,6
334477,14,Tgi Fridays Mudslide,1,1750,11.91
80858,14,Tgif Lemonade,1,1750,9.59
390379,7,Godiva Chocolate Vodka,1,750,24
406543,7,Smirnoff Sorbet Light White Peach,1,750,12.38
446852,7,Smirnoff Sorbet Light Summer Strawberry,1,750,12.38
260256,7,Smirnoff Sorbet Light Pineapple Coconut Mini,1,500,8.58
187719,7,Smirnoff Sorbet Light Pineapple Coconut,1,750,12.38
291217,7,Smirnoff Sorbet Light Lemon,1,750,12.38
173956,7,Smirnoff Sorbet Light Mango Passion Fruit,1,750,12.38
269085,7,Smirnoff Sorbet Light Raspberry Pomegranate,1,750,12.38
36868,7,Smirnoff Sorbet Light Lemon Mini,1,500,8.58
357585,7,Smirnoff Sorbet Light Mango Passion Fruit Mini,1,500,8.58
138196,7,Smirnoff Sorbet Light Raspberry Pomegranate Mini,1,500,8.58
338395,14,Tgif Blenders Amaretto Mudslide,1,1750,11.19
108452,14,Tgif Vanilla,1,1750,11.19
272318,14,Tgi Fridays Margarita,1,1750,11.91
342084,14,Tgif On The Rocks Pina Colada,1,750,5.73
215868,14,Tgi Fridays Pina Colada,1,750,6
4001,14,Tgi Fridays Pina Colada,1,1750,11.91
384453,14,Tgi Fridays Strawberry Daiquiri,1,1750,11.91
49754,14,Tgif On The Rocks Mudslide,1,750,5.73
242521,14,Tgif On The Rocks Raspberry Cosmo,1,750,5.73
444763,14,Tgif Blender Berry Lemonade,1,1750,11.91
277139,14,Tgif Blenders Vanilla Carmel Swirl,1,1750,11.19
143621,14,Tgif On The Rocks White Russian,1,750,5.73
401682,23,Bulleit Rye,1,375,11.24
430240,23,Bulleit 95 Rye,1,1750,51.74
127969,23,Bulleit 95 Rye,1,750,22.5
256721,7,Smirnoff Citrus,1,1000,13.88
203964,7,Smirnoff Coconut,1,750,12.38
43090,7,Smirnoff Cranberry,1,750,12.38
259467,7,Smirnoff Fluffed Marshmallow,1,750,12.38
225877,7,Smirnoff Grape,1,750,12.38
90897,7,Smirnoff Green Apple,1,750,12.38
19750,7,Smirnoff Iced Cake,1,750,12.38
341009,7,Smirnoff Kissed Caramel,1,750,12.38
290509,7,Smirnoff Lime,1,750,12.38
152236,7,Smirnoff Orange,1,750,12.38
379953,7,Smirnoff Orange,1,1000,13.88
449023,7,Smirnoff Passion Fruit,1,750,12.38
109616,7,Smirnoff Peach,1,750,12.38
393144,7,Smirnoff Pineapple,1,750,12.38
357788,7,Smirnoff Pomegranate,1,750,12.38
374825,7,Smirnoff Raspberry,1,750,12.38
445559,7,Smirnoff Raspberry,1,1000,13.88
81705,7,Smirnoff Root Beer Float,1,750,12.38
58233,7,Smirnoff Strawberry,1,750,12.38
12609,7,Smirnoff Strawberry,1,1000,13.88
456874,7,Smirnoff Vanilla,1,750,12.38
162556,7,Smirnoff Vanilla,1,1000,13.88
331552,7,Smirnoff Watermelon,1,750,12.38
143418,7,Smirnoff Whipped Cream,1,750,12.38
152249,7,Smirnoff Wild Honey,1,750,12.38
279618,7,Smirnoff Sours Fruit Punch Mini,1,500,8.58
427952,7,Smirnoff Sours Fruit Punch,1,750,12.38
322957,7,Smirnoff Sours Green Apple Mini,1,500,8.58
197394,7,"Smirnoff Red, White and Berry",1,750,12.38
324462,7,Smirnoff Twist Of Strawberry,1,50,0.74
359344,7,Smirnoff Black Cherry Twist,1,50,7.35
216305,7,Smirnoff Twist Of Lime,1,50,0.74
448481,7,Smirnoff Apple Twist Vodka,1,750,9.59
245409,7,Smirnoff Twist Of Pomegranate Mini,1,502,8.58
239968,7,Smirnoff Twist Of Watermelon,1,502,8.58
247307,7,Smirnoff Twist Of Citrus Mini,1,502,8.58
62275,7,Jeremiah Weed Sweet Tea Mini,1,502,0.68
38965,7,Smirnoff Pear,1,750,12.38
373360,7,Smirnoff Mango,1,750,12.37
432925,7,Smirnoff Iced Cake,1,750,12.38
151855,14,Parrot Bay Tropical Rum Punch,1,1750,12.36
15380,3,Seagrams Seven Crown Dark Honey,1,750,10.5
171143,3,Seagrams Seven Crown Stone Cherry,1,750,12.27
214113,14,Tgi Fridays Kosmic Kaze Shooter Chargeback,1,50,0.95
97750,14,Tgi Fridays Monkey Bite Shooter,1,50,0.95
412096,14,Smirnoff Mojito,1,1750,15.75
76499,14,Tgi Fridays Butter Ball Shooter,1,50,0.95
127415,14,Tgi Fridays Mudslide Shooter,1,50,0.95
283115,7,Smirnoff Sours Fruit Punch Mini,1,500,8.58
36904,7,Smirnoff Sours Green Apple Mini,1,500,8.58
179601,7,Smirnoff Sours Watermelon Mini,1,500,8.58
162474,8,Pampero Aniversario Venezuela Rum,1,750,22.49
1891,24,Captain Morgan Parrot Bay Passion Fruit,1,50,0.75
232413,24,Captain Morgan Parrot Bay Pineapple,1,50,0.75
253156,24,Captain Morgan Parrot Bay Mango,1,50,0.75
386480,24,Captain Morgan Tattoo,1,50,0.75
82232,4,Beefeater Gin,7,375,9.38
89044,5,Bailey's Light 3/3 Creamer & Sugar Pack,1,375,10.61
2270,5,Bailey's Irish Cream Gift Basket,1,750,23.04
216266,5,Bailey's Original Irish Cream w/2 Glasses,1,750,19.86
188148,5,Smirnoff With Cranberry Juice,1,1750,21.74
206925,5,Baileys Original Irish Cream Tin,1,750,17.67
358391,5,Bailey's Irish Cream In A Tin,1,750,17.67
307981,5,Baileys Irish Cream With 2 Glasses,1,1000,24
207749,5,Bailey's 1-Mug Pack,1,375,11.46
297292,5,Bailey's Two Mug Pack,1,750,17.64
453646,5,Bailey's One Mug Pack,1,375,10.61
